league,season,gamesBehind,streak,winStreak,tieBreakerPoints,team.id,team.name,team.nickname,team.code,team.logo,conference.name,conference.rank,conference.win,conference.loss,division.name,division.rank,division.win,division.loss,division.gamesBehind,win.home,win.away,win.total,win.percentage,win.lastTen,loss.home,loss.away,loss.total,loss.percentage,loss.lastTen
standard,2021,8.0,1,False,,19,Memphis Grizzlies,Grizzlies,MEM,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,west,2,36,16,southwest,1,11,5,0.0,30,26,56,.683,7,11,15,26,.317,3
standard,2021,44.0,7,False,,14,Houston Rockets,Rockets,HOU,https://upload.wikimedia.org/wikipedia/fr/thumb/d/de/Houston_Rockets_logo_2003.png/330px-Houston_Rockets_logo_2003.png,west,15,11,41,southwest,5,3,13,36.0,11,9,20,.244,2,30,32,62,.756,8
standard,2021,12.0,4,True,,8,Dallas Mavericks,Mavericks,DAL,https://upload.wikimedia.org/wikipedia/fr/thumb/b/b8/Mavericks_de_Dallas_logo.svg/150px-Mavericks_de_Dallas_logo.svg.png,west,4,36,16,southwest,2,14,2,4.0,29,23,52,.634,8,12,18,30,.366,2
standard,2021,30.0,3,False,,31,San Antonio Spurs,Spurs,SAS,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,west,10,24,28,southwest,4,6,10,22.0,16,18,34,.415,6,25,23,48,.585,4
standard,2021,28.0,2,False,,23,New Orleans Pelicans,Pelicans,NOP,https://upload.wikimedia.org/wikipedia/fr/thumb/2/21/New_Orleans_Pelicans.png/200px-New_Orleans_Pelicans.png,west,8,25,27,southwest,3,6,10,20.0,19,17,36,.439,6,22,24,46,.561,4
standard,2021,11.0,5,True,,11,Golden State Warriors,Warriors,GSW,https://upload.wikimedia.org/wikipedia/fr/thumb/d/de/Warriors_de_Golden_State_logo.svg/1200px-Warriors_de_Golden_State_logo.svg.png,west,3,33,19,pacific,2,12,4,11.0,31,22,53,.646,6,10,19,29,.354,4
standard,2021,34.0,1,True,,30,Sacramento Kings,Kings,SAC,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,west,12,20,32,pacific,5,6,10,34.0,16,14,30,.366,5,25,27,52,.634,5
standard,2021,0.0,1,False,,28,Phoenix Suns,Suns,PHX,https://upload.wikimedia.org/wikipedia/fr/5/56/Phoenix_Suns_2013.png,west,1,39,13,pacific,1,10,6,0.0,32,32,64,.780,6,9,9,18,.220,4
standard,2021,22.0,5,True,,16,LA Clippers,Clippers,LAC,https://upload.wikimedia.org/wikipedia/fr/d/d6/Los_Angeles_Clippers_logo_2010.png,west,9,26,26,pacific,3,9,7,22.0,25,17,42,.512,6,16,24,40,.488,4
standard,2021,31.0,2,True,,17,Los Angeles Lakers,Lakers,LAL,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/220px-Los_Angeles_Lakers_logo.svg.png,west,11,18,34,pacific,4,3,13,31.0,21,12,33,.402,2,20,29,49,.598,8
standard,2021,15.0,1,True,,40,Utah Jazz,Jazz,UTA,https://upload.wikimedia.org/wikipedia/fr/3/3b/Jazz_de_l%27Utah_logo.png,west,5,33,19,northwest,1,15,1,0.0,29,20,49,.598,4,12,21,33,.402,6
standard,2021,18.0,1,False,,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,west,7,32,20,northwest,3,12,4,3.0,26,20,46,.561,4,15,21,36,.439,6
standard,2021,16.0,1,False,,9,Denver Nuggets,Nuggets,DEN,https://upload.wikimedia.org/wikipedia/fr/thumb/3/35/Nuggets_de_Denver_2018.png/180px-Nuggets_de_Denver_2018.png,west,6,29,23,northwest,2,6,10,1.0,23,25,48,.585,6,18,16,34,.415,4
standard,2021,37.0,11,False,,29,Portland Trail Blazers,Trail Blazers,POR,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Portland_Trail_Blazers_logo.svg/1200px-Portland_Trail_Blazers_logo.svg.png,west,13,11,41,northwest,4,1,15,22.0,17,10,27,.329,0,24,31,55,.671,10
standard,2021,40.0,3,False,,25,Oklahoma City Thunder,Thunder,OKC,https://upload.wikimedia.org/wikipedia/fr/thumb/4/4f/Thunder_d%27Oklahoma_City_logo.svg/1200px-Thunder_d%27Oklahoma_City_logo.svg.png,west,14,17,35,northwest,5,6,10,25.0,12,12,24,.293,4,29,29,58,.707,6
