league,season,gamesBehind,streak,winStreak,tieBreakerPoints,team.id,team.name,team.nickname,team.code,team.logo,conference.name,conference.rank,conference.win,conference.loss,division.name,division.rank,division.win,division.loss,division.gamesBehind,win.home,win.away,win.total,win.percentage,win.lastTen,loss.home,loss.away,loss.total,loss.percentage,loss.lastTen
standard,2020,18.0,1,True,,6,Chicago Bulls,Bulls,CHI,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d1/Bulls_de_Chicago_logo.svg/1200px-Bulls_de_Chicago_logo.svg.png,east,11,21,21,central,3,7,5,15.0,15,16,31,.431,5,21,20,41,.569,5
standard,2020,15.0,1,True,,15,Indiana Pacers,Pacers,IND,https://upload.wikimedia.org/wikipedia/fr/thumb/c/cf/Pacers_de_l%27Indiana_logo.svg/1180px-Pacers_de_l%27Indiana_logo.svg.png,east,9,20,22,central,2,7,5,12.0,13,21,34,.472,5,23,15,38,.528,5
standard,2020,29.0,5,False,,10,Detroit Pistons,Pistons,DET,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Logo_of_the_Detroit_Pistons.png/300px-Logo_of_the_Detroit_Pistons.png,east,15,12,30,central,5,1,11,26.0,13,7,20,.278,1,23,29,52,.722,9
standard,2020,3.0,1,False,,21,Milwaukee Bucks,Bucks,MIL,https://upload.wikimedia.org/wikipedia/fr/3/34/Bucks2015.png,east,3,30,12,central,1,11,1,0.0,26,20,46,.639,8,10,16,26,.361,2
standard,2020,27.0,2,False,,7,Cleveland Cavaliers,Cavaliers,CLE,https://upload.wikimedia.org/wikipedia/fr/thumb/0/06/Cavs_de_Cleveland_logo_2017.png/150px-Cavs_de_Cleveland_logo_2017.png,east,13,16,26,central,4,4,8,24.0,13,9,22,.306,1,23,27,50,.694,9
standard,2020,35.0,1,False,,14,Houston Rockets,Rockets,HOU,https://upload.wikimedia.org/wikipedia/fr/thumb/d/de/Houston_Rockets_logo_2003.png/330px-Houston_Rockets_logo_2003.png,west,15,11,31,southwest,5,5,7,25.0,9,8,17,.236,2,27,28,55,.764,8
standard,2020,10.0,1,False,,8,Dallas Mavericks,Mavericks,DAL,https://upload.wikimedia.org/wikipedia/fr/thumb/b/b8/Mavericks_de_Dallas_logo.svg/150px-Mavericks_de_Dallas_logo.svg.png,west,5,21,21,southwest,1,7,5,0.0,21,21,42,.583,7,15,15,30,.417,3
standard,2020,14.0,1,False,,19,Memphis Grizzlies,Grizzlies,MEM,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,west,8,19,23,southwest,2,6,6,4.0,18,20,38,.528,6,18,16,34,.472,4
standard,2020,19.0,4,False,,31,San Antonio Spurs,Spurs,SAS,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,west,10,17,25,southwest,3,6,6,9.0,14,19,33,.458,2,22,17,39,.542,8
standard,2020,21.0,4,False,,23,New Orleans Pelicans,Pelicans,NOP,https://upload.wikimedia.org/wikipedia/fr/thumb/2/21/New_Orleans_Pelicans.png/200px-New_Orleans_Pelicans.png,west,11,18,24,southwest,4,6,6,11.0,18,13,31,.431,4,18,23,41,.569,6
standard,2020,5.0,2,False,,16,LA Clippers,Clippers,LAC,https://upload.wikimedia.org/wikipedia/fr/d/d6/Los_Angeles_Clippers_logo_2010.png,west,4,27,15,pacific,2,9,3,4.0,26,21,47,.653,4,10,15,25,.347,6
standard,2020,1.0,3,True,,28,Phoenix Suns,Suns,PHX,https://upload.wikimedia.org/wikipedia/fr/5/56/Phoenix_Suns_2013.png,west,2,30,12,pacific,1,7,5,0.0,27,24,51,.708,7,9,12,21,.292,3
standard,2020,21.0,3,False,,30,Sacramento Kings,Kings,SAC,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,west,12,18,24,pacific,5,5,7,20.0,16,15,31,.431,6,20,21,41,.569,4
standard,2020,10.0,5,True,,17,Los Angeles Lakers,Lakers,LAL,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/220px-Los_Angeles_Lakers_logo.svg.png,west,7,25,17,pacific,3,4,8,9.0,21,21,42,.583,6,15,15,30,.417,4
standard,2020,13.0,6,True,,11,Golden State Warriors,Warriors,GSW,https://upload.wikimedia.org/wikipedia/fr/thumb/d/de/Warriors_de_Golden_State_logo.svg/1200px-Warriors_de_Golden_State_logo.svg.png,west,9,25,17,pacific,4,5,7,12.0,25,14,39,.542,8,11,22,33,.458,2
standard,2020,0.0,2,True,,40,Utah Jazz,Jazz,UTA,https://upload.wikimedia.org/wikipedia/fr/3/3b/Jazz_de_l%27Utah_logo.png,west,1,28,14,northwest,1,7,5,0.0,31,21,52,.722,7,5,15,20,.278,3
standard,2020,5.0,1,False,,9,Denver Nuggets,Nuggets,DEN,https://upload.wikimedia.org/wikipedia/fr/thumb/3/35/Nuggets_de_Denver_2018.png/180px-Nuggets_de_Denver_2018.png,west,3,26,16,northwest,2,9,3,5.0,25,22,47,.653,6,11,14,25,.347,4
standard,2020,30.0,1,True,,25,Oklahoma City Thunder,Thunder,OKC,https://upload.wikimedia.org/wikipedia/fr/thumb/4/4f/Thunder_d%27Oklahoma_City_logo.svg/1200px-Thunder_d%27Oklahoma_City_logo.svg.png,west,14,12,30,northwest,5,3,9,30.0,10,12,22,.306,1,26,24,50,.694,9
standard,2020,29.0,1,True,,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,west,13,15,27,northwest,4,5,7,29.0,13,10,23,.319,5,23,26,49,.681,5
standard,2020,10.0,1,True,,29,Portland Trail Blazers,Trail Blazers,POR,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Portland_Trail_Blazers_logo.svg/1200px-Portland_Trail_Blazers_logo.svg.png,west,6,23,19,northwest,3,6,6,10.0,20,22,42,.583,8,16,14,30,.417,2
