league,season,gamesBehind,streak,winStreak,tieBreakerPoints,team.id,team.name,team.nickname,team.code,team.logo,conference.name,conference.rank,conference.win,conference.loss,division.name,division.rank,division.win,division.loss,division.gamesBehind,win.home,win.away,win.total,win.percentage,win.lastTen,loss.home,loss.away,loss.total,loss.percentage,loss.lastTen
standard,2019,0.0,1,False,,21,Milwaukee Bucks,Bucks,MIL,https://upload.wikimedia.org/wikipedia/fr/3/34/Bucks2015.png,east,1,37,7,central,1,13,1,0.0,30,26,56,.767,3,5,12,17,.233,7
standard,2019,11.0,2,True,,15,Indiana Pacers,Pacers,IND,https://upload.wikimedia.org/wikipedia/fr/thumb/c/cf/Pacers_de_l%27Indiana_logo.svg/1180px-Pacers_de_l%27Indiana_logo.svg.png,east,4,28,19,central,2,8,7,11.0,25,20,45,.616,7,11,17,28,.384,3
standard,2019,32.5,5,False,,10,Detroit Pistons,Pistons,DET,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Logo_of_the_Detroit_Pistons.png/300px-Logo_of_the_Detroit_Pistons.png,east,13,12,31,central,4,5,10,32.5,11,9,20,.303,1,22,24,46,.697,9
standard,2019,30.0,1,True,,6,Chicago Bulls,Bulls,CHI,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d1/Bulls_de_Chicago_logo.svg/1200px-Bulls_de_Chicago_logo.svg.png,east,11,15,28,central,3,7,9,30.0,14,8,22,.338,3,20,23,43,.662,7
standard,2019,33.0,1,False,,7,Cleveland Cavaliers,Cavaliers,CLE,https://upload.wikimedia.org/wikipedia/fr/thumb/0/06/Cavs_de_Cleveland_logo_2017.png/150px-Cavs_de_Cleveland_logo_2017.png,east,15,12,32,central,5,4,10,33.0,11,8,19,.292,4,25,21,46,.708,6
standard,2019,8.5,3,False,,14,Houston Rockets,Rockets,HOU,https://upload.wikimedia.org/wikipedia/fr/thumb/d/de/Houston_Rockets_logo_2003.png/330px-Houston_Rockets_logo_2003.png,west,4,28,19,southwest,1,8,5,0.0,24,20,44,.611,5,12,16,28,.389,5
standard,2019,20.0,1,False,,31,San Antonio Spurs,Spurs,SAS,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,west,11,20,23,southwest,4,7,6,11.5,19,13,32,.451,6,15,24,39,.549,4
standard,2019,19.0,1,True,,19,Memphis Grizzlies,Grizzlies,MEM,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,west,9,20,26,southwest,3,4,9,10.5,20,14,34,.466,3,17,22,39,.534,7
standard,2019,22.5,3,False,,23,New Orleans Pelicans,Pelicans,NOP,https://upload.wikimedia.org/wikipedia/fr/thumb/2/21/New_Orleans_Pelicans.png/200px-New_Orleans_Pelicans.png,west,13,18,30,southwest,5,4,9,14.0,15,15,30,.417,4,21,21,42,.583,6
standard,2019,11.0,2,False,,8,Dallas Mavericks,Mavericks,DAL,https://upload.wikimedia.org/wikipedia/fr/thumb/b/b8/Mavericks_de_Dallas_logo.svg/150px-Mavericks_de_Dallas_logo.svg.png,west,7,27,20,southwest,2,10,4,2.5,20,23,43,.573,4,18,14,32,.427,6
standard,2019,34.0,1,False,,11,Golden State Warriors,Warriors,GSW,https://upload.wikimedia.org/wikipedia/fr/thumb/d/de/Warriors_de_Golden_State_logo.svg/1200px-Warriors_de_Golden_State_logo.svg.png,west,15,9,34,pacific,5,2,11,34.0,8,7,15,.231,3,26,24,50,.769,7
standard,2019,3.5,2,True,,16,LA Clippers,Clippers,LAC,https://upload.wikimedia.org/wikipedia/fr/d/d6/Los_Angeles_Clippers_logo_2010.png,west,2,32,16,pacific,2,8,6,3.5,27,22,49,.681,6,9,14,23,.319,4
standard,2019,21.5,2,True,,30,Sacramento Kings,Kings,SAC,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,west,12,23,23,pacific,4,8,5,21.5,16,15,31,.431,4,19,22,41,.569,6
standard,2019,0.0,1,False,,17,Los Angeles Lakers,Lakers,LAL,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/220px-Los_Angeles_Lakers_logo.svg.png,west,1,36,10,pacific,1,10,3,0.0,25,27,52,.732,4,10,9,19,.268,6
standard,2019,19.0,8,True,,28,Phoenix Suns,Suns,PHX,https://upload.wikimedia.org/wikipedia/fr/5/56/Phoenix_Suns_2013.png,west,10,19,27,pacific,3,6,9,19.0,17,17,34,.466,9,22,17,39,.534,1
standard,2019,7.0,3,False,,9,Denver Nuggets,Nuggets,DEN,https://upload.wikimedia.org/wikipedia/fr/thumb/3/35/Nuggets_de_Denver_2018.png/180px-Nuggets_de_Denver_2018.png,west,3,29,16,northwest,1,12,2,0.0,26,20,46,.630,4,11,16,27,.370,6
standard,2019,18.5,3,True,,29,Portland Trail Blazers,Trail Blazers,POR,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Portland_Trail_Blazers_logo.svg/1200px-Portland_Trail_Blazers_logo.svg.png,west,8,20,27,northwest,4,5,8,11.5,21,14,35,.473,7,15,24,39,.527,3
standard,2019,8.5,1,True,,40,Utah Jazz,Jazz,UTA,https://upload.wikimedia.org/wikipedia/fr/3/3b/Jazz_de_l%27Utah_logo.png,west,6,24,21,northwest,3,5,7,1.5,23,21,44,.611,4,12,16,28,.389,6
standard,2019,8.5,1,False,,25,Oklahoma City Thunder,Thunder,OKC,https://upload.wikimedia.org/wikipedia/fr/thumb/4/4f/Thunder_d%27Oklahoma_City_logo.svg/1200px-Thunder_d%27Oklahoma_City_logo.svg.png,west,5,27,19,northwest,2,8,5,1.5,23,21,44,.611,6,14,14,28,.389,4
standard,2019,29.5,3,False,,22,Minnesota Timberwolves,Timberwolves,MIN,https://upload.wikimedia.org/wikipedia/fr/thumb/d/d9/Timberwolves_du_Minnesota_logo_2017.png/200px-Timberwolves_du_Minnesota_logo_2017.png,west,14,9,30,northwest,5,2,10,22.5,8,11,19,.297,3,24,21,45,.703,7
